Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
07/27/2022,CHEV,LL,,WHI,003448A3,IL,701 N. Sacramento,(773) 265-7605,7036134
08/01/2022,HOND,LL,TK,WHI,CS78619,IL,701 N. Sacramento,(773) 265-7605,7036409
08/01/2022,CHEV,LL,,WHI,DG21299,IL,10300 S. Doty,(773) 568-8495,2935650
09/22/2022,DODG,LL,,BLK,CZ25702,IL,10300 S. Doty,(773) 568-8495,2938080
09/26/2022,OTTE,PK,,WHI,,IL,10300 S. Doty,(773) 568-8495,2938279
08/17/2022,CHEV,2D,,SIL,DN28429,IL,10300 S. Doty,(773) 568-8495,2937253
07/27/2022,HYUN,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7036136
07/27/2022,FORD,LL,,WHI,33D787,NB,400 E. Lower Wacker,(312) 744-7550,0262595
09/03/2022,MERZ,4D,,BLK,273AA967,IL,10300 S. Doty,(773) 568-8495,2937249
09/02/2022,DODG,4D,,GRY,CS21209,IL,701 N. Sacramento,(773) 265-7605,7038427
09/25/2022,NISS,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2938253
08/13/2022,FORD,4D,,RED,DB78861,IL,701 N. Sacramento,(773) 265-7605,7037157
09/25/2022,KIA,4D,,BLK,CN72932,IL,10300 S. Doty,(773) 568-8495,2938251
08/12/2022,DODG,4D,,BLK,Q265507,IL,10300 S. Doty,(773) 568-8495,2936134
08/19/2022,JEEP,LL,,WHI,APA1289,WI,400 E. Lower Wacker,(312) 744-7550,0264128
07/16/2022,MERC,4D,,GLD,DG36433,IL,701 N. Sacramento,(773) 265-7605,7035552
08/01/2022,KIA,4D,,MAR,AJ64366,IL,10300 S. Doty,(773) 568-8495,2935649
08/28/2022,NISS,4D,,BLK,BB71146,IL,10300 S. Doty,(773) 568-8495,2936998
09/06/2022,KIA,4D,,MAR,CU87173,IL,10300 S. Doty,(773) 568-8495,2937367
08/23/2022,DODG,2D,,DBL,NE46106,CA,10300 S. Doty,(773) 568-8495,2936769
09/25/2022,CADI,4D,,BLK,DM32180,IL,10300 S. Doty,(773) 568-8495,2938255
09/29/2022,DODG,LL,TK,GRY,959AA988,IL,701 N. Sacramento,(773) 265-7605,7040361
08/12/2022,NISS,4D,,WHI,CQ20362,IL,10300 S. Doty,(773) 568-8495,2936510
08/13/2022,CHEV,PK,,GRY,3167620B,IL,10300 S. Doty,(773) 568-8495,2936144
08/13/2022,TOYT,4D,,GRY,CL85603,IL,10300 S. Doty,(773) 568-8495,2936146
07/09/2022,HOND,2D,,BLK,CD27078,IL,10300 S. Doty,(773) 568-8495,2934687
08/09/2022,TOYT,4D,,GRY,05AUGD,FL,400 E. Lower Wacker,(312) 744-7550,0263504
08/23/2022,FORD,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2936768
08/16/2022,HOND,VN,,GRY,CU51258,IL,10300 S. Doty,(773) 568-8495,2936509
09/06/2022,NISS,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2937373
08/28/2022,KIA,4D,,BLK,AHX249,IL,701 N. Sacramento,(773) 265-7605,7038097
08/27/2022,JEEP,LL,TK,BLK,DA98888,IL,701 N. Sacramento,(773) 265-7605,7038096
08/09/2022,KIA,LL,,GRY,CU64522,IL,10300 S. Doty,(773) 568-8495,2935960
07/13/2022,CHEV,LL,,BLU,L665000,IN,10300 S. Doty,(773) 568-8495,2934860
09/02/2022,TOYT,LL,,GRY,DC39801,IL,10300 S. Doty,(773) 568-8495,2937176
07/24/2022,CHEV,4D,,SIL,DJ63842,IL,10300 S. Doty,(773) 568-8495,2935291
09/10/2022,DODG,LL,,RED,CK12538,IL,701 N. Sacramento,(773) 265-7605,7039016
07/24/2022,FORD,LL,,BLK,LW5101,IN,10300 S. Doty,(773) 568-8495,2935296
09/18/2022,KIA,LL,TK,GRY,DB25042,IL,701 N. Sacramento,(773) 265-7605,7039746
08/27/2022,GMC,LL,TK,BLK,,IL,701 N. Sacramento,(773) 265-7605,7038100
09/02/2022,CHEV,LL,,BLK,Z474173,IL,10300 S. Doty,(773) 568-8495,2937177
09/09/2022,BUIC,4D,,WHI,40D353,NB,10300 S. Doty,(773) 568-8495,2937570
07/24/2022,NISS,4D,ALT,SIL,DL47415,IL,10300 S. Doty,(773) 568-8495,2935295
09/10/2022,KIA,4D,,WHI,CL76411,IL,10300 S. Doty,(773) 568-8495,2937569
07/16/2022,CHEV,4D,,SIL,478AHS,WI,10300 S. Doty,(773) 568-8495,2935008
09/02/2022,BMW,4D,,BLK,AJD3752,WI,701 N. Sacramento,(773) 265-7605,7038439
09/24/2022,JEEP,LL,,BLK,DL68338Q,IL,701 N. Sacramento,(773) 265-7605,7040016
09/02/2022,SATR,4D,,BLK,DG51851,IL,10300 S. Doty,(773) 568-8495,2937179
09/02/2022,JEEP,LL,,GRY,DG41355,IL,701 N. Sacramento,(773) 265-7605,7038434
09/06/2022,HYUN,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2937377
09/06/2022,LINC,LL,,BLK,CQ54248,IL,10300 S. Doty,(773) 568-8495,2937376
09/02/2022,AUDI,4D,,GRY,CB71680,IL,701 N. Sacramento,(773) 265-7605,7038432
09/26/2022,AUDI,4D,,RED,DF68266,IL,10300 S. Doty,(773) 785-9752,1723674
09/26/2022,DODG,VN,,WHI,RHC2005,TX,701 N. Sacramento,(773) 265-7605,7040210
09/24/2022,MAZD,4D,,BLU,AU40072,IL,701 N. Sacramento,(773) 265-7605,7040039
08/12/2022,TOYT,2D,,BLU,CR40247,IL,10300 S. Doty,(773) 568-8495,2936097
09/26/2022,NISS,4D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,7040212
09/06/2022,FORD,PK,,DBL,51667FB,IL,10300 S. Doty,(773) 568-8495,2937375
08/01/2022,CHRY,VN,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7036410
08/05/2022,VOLK,4D,,GRY,,IL,400 E. Lower Wacker,(312) 744-7550,00
09/06/2022,HYUN,4D,,BLU,DH50640,IL,10300 S. Doty,(773) 568-8495,2937374
09/02/2022,FORD,4D,,BLK,ZV90705,IL,701 N. Sacramento,(773) 265-7605,7038433
09/24/2022,PORS,LL,,BLK,DE72825,IL,701 N. Sacramento,(773) 265-7605,7040040
09/06/2022,CHEV,4D,,RED,DM87415,IL,701 N. Sacramento,(773) 265-7605,7038790
09/06/2022,CHEV,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7038792
09/29/2022,SUBA,SW,,GRY,DD24467,IL,701 N. Sacramento,(773) 265-7605,7040358
09/22/2022,PONT,2D,,WHI,611AA739,IL,701 N. Sacramento,(773) 265-7605,7039895
09/10/2022,CADI,4D,,BLK,DL4511G,IL,701 N. Sacramento,(773) 265-7605,7039020
08/01/2022,CHEV,4D,,SIL,DC45249,IL,400 E. Lower Wacker,(312) 744-7550,0262959
08/13/2022,CHRY,4D,,GLD,CZ56940,IL,10300 S. Doty,(773) 568-8495,2936143
09/02/2022,TOYT,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7038444
09/02/2022,CHEV,LL,,BLK,CT51852,IL,701 N. Sacramento,(773) 265-7605,7038442
09/02/2022,CHRY,4D,,GLD,4481IP,IL,701 N. Sacramento,(773) 265-7605,7038445
09/02/2022,TOYT,4D,,SIL,BZ36718,IL,10300 S. Doty,(773) 568-8495,2937181
07/02/2022,INFI,LL,,BLU,DG72064,IL,701 N. Sacramento,(773) 265-7605,7034673
09/29/2022,KIA,4D,,GRY,BP11726,IL,701 N. Sacramento,(773) 265-7605,7040360
09/29/2022,VOLK,LL,,SIL,AF83734,IL,701 N. Sacramento,(773) 265-7605,7040363
09/24/2022,CHRY,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2938185
09/13/2022,BMW,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7039268
09/21/2022,CHRY,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2938001
08/22/2022,FRHT,LL,,WHI,P1007492,IL,10300 S. Doty,(773) 785-9752,1723577
09/22/2022,FORD,VN,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1544251
09/07/2022,BUIC,4T,,BLU,CQ53427,IL,10300 S. Doty,(773) 568-8495,2937378
09/29/2022,TOYO,4D,,BLK,DD82110,IL,701 N. Sacramento,(773) 265-7605,7040359
09/06/2022,BMW,LL,,WHI,DK50909,IL,701 N. Sacramento,(773) 265-7605,7038796
09/07/2022,CHEV,4T,,MAR,HLA3884,MS,10300 S. Doty,(773) 568-8495,2937381
09/29/2022,GMC,LL,,WHI,DN35557,IL,701 N. Sacramento,(773) 265-7605,7040366
09/10/2022,AUDI,4D,,BLU,CN14142,IL,10300 S. Doty,(773) 568-8495,2937571
07/24/2022,KIA,4D,,RED,AD43641,IL,10300 S. Doty,(773) 568-8495,2935292
09/24/2022,JEEP,LL,,BLK,L82AD8,IA,400 E. Lower Wacker,(312) 744-7550,0266293
09/13/2022,AUDI,4D,,GRY,CL83454,IL,701 N. Sacramento,(773) 265-7605,7039270
08/13/2022,DODG,PK,,BLK,2991941B,IL,10300 S. Doty,(773) 568-8495,2936141
08/12/2022,HOND,4D,,WHI,AE61575,IL,10300 S. Doty,(773) 568-8495,2936122
09/29/2022,PONT,4D,,GRY,DN17666,IL,701 N. Sacramento,(773) 265-7605,7040365
09/29/2022,TOYT,4D,,WHI,CN22021,IL,701 N. Sacramento,(773) 265-7605,7040364
08/06/2022,SUBA,LL,,SIL,CC75896,IL,701 N. Sacramento,(773) 265-7605,7036793
09/29/2022,BMW,4D,,WHI,AY70083,IL,701 N. Sacramento,(773) 265-7605,7040362
08/06/2022,DODG,PK,,BLK,YNE599,IN,701 N. Sacramento,(773) 265-7605,7036795
09/24/2022,CHEV,4D,,WHI,CZ44540,IL,701 N. Sacramento,(773) 265-7605,7040038
07/16/2022,CHEV,PK,,RED,DOMAN,IL,701 N. Sacramento,(773) 265-7605,7035557
08/05/2022,VOLK,4D,,SIL,BC42104,IL,400 E. Lower Wacker,(312) 744-7550,0263262
08/06/2022,CHEV,4D,,WHI,DC97389,IL,701 N. Sacramento,(773) 265-7605,7036792
08/19/2022,HOND,4D,,WHI,004053A9,IL,10300 S. Doty,(773) 785-9752,1723565
09/22/2022,BUIC,LL,,BLU,CW60168,IL,10300 S. Doty,(773) 785-9752,1723665
08/05/2022,,MB,,WHI,ADR12512,IL,10300 S. Doty,(773) 568-8495,2935813
09/24/2022,DODG,LL,,WHI,EQX8328,MI,701 N. Sacramento,(773) 265-7605,7040037
07/13/2022,KIA,4D,,WHI,E796029,IL,701 N. Sacramento,(773) 265-7605,7035354
07/27/2022,HOND,2D,,GRY,CK95606,IL,400 E. Lower Wacker,(312) 744-7550,0262605
07/27/2022,HOND,LL,,BLK,DG20557,IL,400 E. Lower Wacker,(312) 744-7550,0262604
08/19/2022,KIA,4D,,WHI,BP48375,IL,701 N. Sacramento,(773) 265-7605,7037569
07/10/2022,CHEV,4D,,GRY,WVM787,NB,400 E. Lower Wacker,(312) 744-7550,0261471
09/25/2022,KIA,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2938258
08/24/2022,BMW,4D,,BLU,DJ91731,IL,10300 S. Doty,(773) 568-8495,2936774
07/10/2022,VOLV,4D,,BLK,DC74373,IL,400 E. Lower Wacker,(312) 744-7550,0261480
08/05/2022,HOND,2D,,GLD,DF60614,IL,701 N. Sacramento,(773) 265-7605,7036660
08/12/2022,DODG,4D,,BGE,954AA566,IL,10300 S. Doty,(773) 568-8495,2936130
09/02/2022,CHRY,2D,,RED,CD21714,IL,701 N. Sacramento,(773) 265-7605,7038452
09/25/2022,KIA,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2938260
07/17/2022,MAZD,LL,,SIL,FCY163,MN,701 N. Sacramento,(773) 265-7605,7035560
07/21/2022,DODG,LL,,RED,CN38416,IL,701 N. Sacramento,(773) 265-7605,7035818
09/07/2022,JEEP,LL,,BLU,BU40169,IL,701 N. Sacramento,(773) 265-7605,7038797
07/16/2022,DODG,4D,,BLU,AN13855,IL,701 N. Sacramento,(773) 265-7605,7035559
09/02/2022,CHEV,4D,,BLU,TNG909,IN,10300 S. Doty,(773) 568-8495,2937184
09/02/2022,NISS,4D,,RED,DD49282,IL,701 N. Sacramento,(773) 265-7605,7038448
08/01/2022,NISS,4D,,BLK,CL20833,IL,701 N. Sacramento,(773) 265-1846,1544002
09/22/2022,,LL,,SIL,CC80642,IL,10300 S. Doty,(773) 785-9752,1723667
09/25/2022,VOLK,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2938261
09/25/2022,HOND,4D,,BLK,DK42348,IL,10300 S. Doty,(773) 568-8495,2938259
09/28/2022,MERC,4D,,SIL,DL39804,IL,10300 S. Doty,(773) 568-8495,2938374
09/07/2022,VOLK,LL,,BLK,V904610,IL,701 N. Sacramento,(773) 265-7605,7038801
07/21/2022,SUZI,MC,,RED,EM5138,IL,701 N. Sacramento,(773) 265-1846,1543956
09/26/2022,KIA,4D,,SIL,DZQX18,FL,701 N. Sacramento,(773) 265-7605,7040217
08/09/2022,NISS,4D,,MAR,1058EL,IL,10300 S. Doty,(773) 785-9752,1723525
09/29/2022,SUBA,4D,,GRY,DP30880,IL,400 E. Lower Wacker,(312) 744-7550,0266593
09/29/2022,PONT,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2938375
09/07/2022,HOND,LL,,BLU,AX70827,IL,701 N. Sacramento,(773) 265-7605,7038798
09/29/2022,HYUN,LL,,WHI,315554,IL,701 N. Sacramento,(773) 265-7605,7047036
07/21/2022,GMC,VN,,MAR,,IL,10300 S. Doty,(773) 568-8495,2935186
09/26/2022,FORD,LL,,GRY,CN13192,IL,10300 S. Doty,(773) 568-8495,2938283
09/02/2022,HYUN,4D,,RED,DC41833,IL,10300 S. Doty,(773) 568-8495,2937185
07/29/2022,CHEV,4D,,BLK,DM87005,IL,10300 S. Doty,(773) 568-8495,2935546
08/19/2022,YAMA,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7037566
09/29/2022,HYUN,4D,,BLK,R176733,IL,701 N. Sacramento,(773) 265-7605,7040367
09/29/2022,KAWK,MC,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7040372
09/24/2022,KIA,LL,,GRY,CZ74048,IL,701 N. Sacramento,(773) 265-7605,7040033
08/19/2022,NISS,4D,,RED,R336951,IN,701 N. Sacramento,(773) 265-7605,7037568
09/07/2022,KIA,4T,,GRY,BU85802,IL,701 N. Sacramento,(773) 265-7605,7038799
09/02/2022,BUIC,LL,,BRZ,AKS6552,WI,701 N. Sacramento,(773) 265-7605,7038450
09/02/2022,HOND,4D,,WHI,BP23279,IL,701 N. Sacramento,(773) 265-7605,7038447
09/02/2022,JEEP,LL,,RED,CX74190,IL,701 N. Sacramento,(773) 265-1846,1544165
08/01/2022,FORD,PK,,WHI,118017TW,IL,701 N. Sacramento,(773) 265-7605,7036417
09/28/2022,PORS,4D,,GRY,DJ97134,IL,10300 S. Doty,(773) 568-8495,2938378
09/29/2022,JEEP,LL,,GRY,DN69338,IL,701 N. Sacramento,(773) 265-7605,7040373
09/24/2022,CHEV,LL,,GRY,CF29768,IL,701 N. Sacramento,(773) 265-7605,7040030
07/03/2022,TOYT,4D,,BLU,CW77159,IL,701 N. Sacramento,(773) 265-7605,7034777
09/29/2022,INFI,4D,,BLK,CX74275,IL,701 N. Sacramento,(773) 265-7605,7040370
07/27/2022,OTTE,PK,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1543976
09/29/2022,JEEP,LL,,WHI,AL21911,IL,701 N. Sacramento,(773) 265-7605,7040371
08/24/2022,MAZD,VN,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7037871
08/12/2022,HOND,4D,,WHI,922EIW,IN,10300 S. Doty,(773) 568-8495,2936140
09/24/2022,HYUN,LL,,DBL,K206989,IL,701 N. Sacramento,(773) 265-7605,7040034
08/27/2022,KIA,4D,,RED,CT49193,IL,10300 S. Doty,(773) 568-8495,2937001
08/12/2022,BMW,2D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2936131
08/16/2022,DODG,PK,,BLU,CH14165,IL,10300 S. Doty,(773) 785-9752,1723544
08/13/2022,CHEV,4D,,RED,H426699,IL,10300 S. Doty,(773) 568-8495,2936162
08/16/2022,HYUN,LL,,GRY,246QAG,IN,701 N. Sacramento,(773) 265-7605,7037382
08/18/2022,HYUN,4D,,GRY,DJ68061,IL,10300 S. Doty,(773) 568-8495,2936619
08/16/2022,HYUN,4D,,GRY,CV23853,IL,10300 S. Doty,(773) 568-8495,2936512
09/29/2022,KIA,4D,,WHI,AC46118,IL,10300 S. Doty,(773) 568-8495,2938379
08/28/2022,VOLV,4D,,BLK,004404A1,IL,10300 S. Doty,(773) 568-8495,2936999
09/02/2022,DODG,VN,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1544164
07/05/2022,HYUN,LL,TK,GRY,CG89076,IL,701 N. Sacramento,(773) 265-7605,7034895
09/29/2022,DODG,PK,,GRY,85005FF,IL,10300 S. Doty,(773) 568-8495,2938377
09/29/2022,HYUN,4D,,GRY,BV57226,IL,701 N. Sacramento,(773) 265-7605,7040369
08/24/2022,FORD,LL,,BLK,5906082,IL,10300 S. Doty,(773) 568-8495,2936779
08/19/2022,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 785-9752,1723563
07/17/2022,HYUN,4D,,BLU,TPB388,IN,701 N. Sacramento,(773) 265-7605,7035567
07/13/2022,PONT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2934864
09/29/2022,AUDI,4D,,BLK,CL69276,IL,400 E. Lower Wacker,(312) 744-7550,0266598
09/29/2022,CHEV,4D,,RED,DJ32435,IL,10300 S. Doty,(773) 568-8495,2938380
07/25/2022,CADI,LL,,BLK,W468DU,MO,701 N. Sacramento,(773) 265-7605,7036043
09/29/2022,MERZ,4D,,GRY,AY15013,IL,701 N. Sacramento,(773) 265-7605,7040375
08/24/2022,CHRY,4D,,BLK,GWG5749,OH,10300 S. Doty,(773) 568-8495,2936783
08/09/2022,HOND,4D,,BLU,JNX6880,OH,400 E. Lower Wacker,(312) 744-7550,0263513
08/24/2022,FORD,LL,TK,WHI,MHB2115,MO,10300 S. Doty,(773) 568-8495,2936786
08/09/2022,VOLK,4D,,GRY,97082A9,TX,400 E. Lower Wacker,(312) 744-7550,0263515
08/09/2022,MAZD,LL,,WHI,AFN6274,WI,400 E. Lower Wacker,(312) 744-7550,0263514
08/09/2022,NISS,4D,,BLU,537AX,IN,10300 S. Doty,(773) 568-8495,2935972
08/09/2022,HYUN,4D,,SIL,DE69209,IL,10300 S. Doty,(773) 568-8495,2935973
07/13/2022,CHEV,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7035360
09/13/2022,JEEP,LL,,BLK,BQ91042,IL,701 N. Sacramento,(773) 265-7605,7039271
09/29/2022,FORD,2D,,BLK,CT22363,IL,701 N. Sacramento,(773) 265-7605,7040356
09/13/2022,CHEV,LL,,BLU,CY22476,IL,10300 S. Doty,(773) 568-8495,2937668
07/13/2022,DODG,VN,,RED,DF77206,IL,10300 S. Doty,(773) 568-8495,2934865
09/13/2022,TOYT,4D,,WHI,CT48332,IL,10300 S. Doty,(773) 568-8495,2937667
09/21/2022,TOYT,4D,,BLK,BT11404,IL,10300 S. Doty,(773) 568-8495,2937994
09/26/2022,VOLK,4D,,GRY,DC51193,IL,701 N. Sacramento,(773) 265-7605,7040216
09/13/2022,CHEV,4D,,WHI,DL40975,IL,10300 S. Doty,(773) 568-8495,2937669
09/13/2022,TOYT,4D,,RED,BZ15133,IL,10300 S. Doty,(773) 568-8495,2937672
09/02/2022,NISS,4D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1544168
08/01/2022,TOYT,LL,,GRY,CF69522,IL,701 N. Sacramento,(773) 265-7605,7036419
07/05/2022,LINC,4D,,BLK,ENT5882,MI,701 N. Sacramento,(773) 265-7605,7034896
09/10/2022,ACUR,4D,,RED,CJ69147,IL,10300 S. Doty,(773) 568-8495,2937572
09/29/2022,TOYT,4D,,RED,DL37847,IL,701 N. Sacramento,(773) 265-7605,7040374
07/27/2022,SUBA,LL,,WHI,DM32202,IL,10300 S. Doty,(773) 568-8495,2935421
09/29/2022,HOND,4D,,GRY,DL51628,IL,701 N. Sacramento,(773) 265-7605,7040377
08/01/2022,TOYT,PK,,GRN,1966093B,IL,10300 S. Doty,(773) 785-9752,1723489
09/07/2022,HOND,4T,,BLK,V490019,IL,701 N. Sacramento,(773) 265-7605,7038809
09/02/2022,CHEV,LL,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1544167
08/28/2022,VOLK,4D,,GRY,AD45606,IL,701 N. Sacramento,(773) 265-7605,7038118
09/21/2022,SATR,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2937999
08/16/2022,HOND,LL,,GRY,DM39000,IL,10300 S. Doty,(773) 568-8495,2936511
09/29/2022,TOYT,4D,,BLU,CD25282,IL,701 N. Sacramento,(773) 265-7605,7040357
09/29/2022,HOND,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7040376
08/01/2022,CHEV,4D,,RED,GEV537,MN,701 N. Sacramento,(773) 265-7605,7036421
08/01/2022,JEEP,LL,,BLU,CY27549,IL,10300 S. Doty,(773) 568-8495,2935660
08/23/2022,JEEP,4D,,BLK,101234E,IN,701 N. Sacramento,(773) 265-7605,7037865
08/23/2022,CHEV,4D,,BLU,E932909,IL,701 N. Sacramento,(773) 265-7605,7037860
08/23/2022,HYUN,4D,,WHI,BL95025,IL,701 N. Sacramento,(773) 265-7605,7037862
09/02/2022,FORD,LL,,SIL,BE16817,IL,701 N. Sacramento,(773) 265-1846,1544166
07/25/2022,CHEV,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7036044
08/23/2022,GMC,PK,,BLK,1983560B,IL,701 N. Sacramento,(773) 265-7605,7037856
09/07/2022,JEEP,4D,,BLK,CT23517,IL,10300 S. Doty,(773) 568-8495,2937383
08/13/2022,KIA,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2936155
08/13/2022,NISS,4D,,RED,CJ32518,IL,10300 S. Doty,(773) 568-8495,2936191
09/10/2022,JEEP,LL,,WHI,R400489,IN,10300 S. Doty,(773) 568-8495,2937587
09/07/2022,TOYT,LL,,MAR,DJ78197,IL,701 N. Sacramento,(773) 265-7605,7038815
09/09/2022,MERZ,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7038899
09/29/2022,CHEV,4D,,GRY,DF14471,IL,10300 S. Doty,(773) 568-8495,2938386
09/26/2022,NISS,LL,,BLK,,IL,400 E. Lower Wacker,(312) 744-7550,02664
08/13/2022,TOYT,4D,,WHI,DD19398,IL,10300 S. Doty,(773) 568-8495,2936189
09/01/2022,FORD,LL,,SIL,CD51515,IL,10300 S. Doty,(773) 568-8495,2937152
09/02/2022,CHEV,4D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1544169
09/02/2022,CHEV,2D,,WHI,CD70146,IL,701 N. Sacramento,(773) 265-1846,1544170
07/30/2022,GENE,LL,,BLK,DA45825,IL,701 N. Sacramento,(773) 265-7605,7036263
09/02/2022,OTTE,VN,,BGE,BONEZZRV,IL,10300 S. Doty,(773) 785-9752,1723604
08/19/2022,DODG,4D,,BLK,CM76282,IL,10300 S. Doty,(773) 568-8495,2936620
08/09/2022,FORD,LL,,BLK,AV14334,IL,701 N. Sacramento,(773) 265-7605,7036967
08/19/2022,CHEV,LL,,BLK,CX91757,IL,10300 S. Doty,(773) 568-8495,2936621
09/10/2022,FORD,VN,,WHI,3097145B,IL,701 N. Sacramento,(773) 265-7605,7039051
08/24/2022,CHEV,4D,,GRY,CR48867,IL,10300 S. Doty,(773) 568-8495,2936788
09/20/2022,CHEV,LL,,SIL,JF4F6B,MO,701 N. Sacramento,(773) 265-7605,7039835
09/10/2022,VOLK,4D,,BLU,CT27364,IL,10300 S. Doty,(773) 568-8495,2937583
08/19/2022,MERZ,LL,TK,GRY,DD12883,IL,701 N. Sacramento,(773) 265-7605,7037574
08/09/2022,HOND,LL,,SIL,CL54911,IL,400 E. Lower Wacker,(312) 744-7550,0263516
08/09/2022,DODG,LL,,SIL,DC32428,IL,10300 S. Doty,(773) 568-8495,2935975
09/10/2022,DODG,PK,,BLU,3224562B,IL,10300 S. Doty,(773) 568-8495,2937575
08/06/2022,GMC,LL,,BLK,EFV8568,MI,701 N. Sacramento,(773) 265-7605,7036680
08/19/2022,VOLK,4D,,DBL,CX22895,IL,10300 S. Doty,(773) 568-8495,2936623
08/24/2022,MITS,4D,,RED,BX51015,IL,10300 S. Doty,(773) 568-8495,2936789
09/10/2022,SUBA,SW,,WHI,AN31218,IL,10300 S. Doty,(773) 568-8495,2937585
08/19/2022,KIA,LL,,BLK,BD28719,IL,10300 S. Doty,(773) 568-8495,2936622
08/19/2022,JEEP,LL,,BLK,CY52454,IL,701 N. Sacramento,(773) 265-7605,7037575
09/29/2022,DODG,LL,,BLK,DE55867,IL,10300 S. Doty,(773) 568-8495,2938385
08/09/2022,VOLK,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2935976
08/09/2022,CHEV,LL,,BLK,CZ88633,IL,10300 S. Doty,(773) 568-8495,2935977
09/29/2022,KIA,4D,,GRY,CZ74020,IL,400 E. Lower Wacker,(312) 744-7550,0266601
08/09/2022,LINC,4D,,BLK,003932A5,IL,10300 S. Doty,(773) 568-8495,2935978
08/24/2022,CHEV,2D,,RED,CH57184,IL,10300 S. Doty,(773) 568-8495,2936784
09/10/2022,DODG,4D,,BLK,CN32822,IL,10300 S. Doty,(773) 568-8495,2937586
08/24/2022,FORD,PK,TK,BLU,2996385B,IL,701 N. Sacramento,(773) 265-7605,7037874
09/24/2022,JEEP,LL,,WHI,290MJR,OR,701 N. Sacramento,(773) 265-7605,7040043
09/21/2022,MERZ,4D,,BLK,CT37707,IL,10300 S. Doty,(773) 568-8495,2937995
08/16/2022,KIA,4D,,MAR,AV29533,IL,10300 S. Doty,(773) 568-8495,2936519
09/22/2022,FORD,4D,,LBL,7043223,IL,10300 S. Doty,(773) 568-8495,2938083
08/06/2022,CHRY,4D,,BLU,DM97009,IL,701 N. Sacramento,(773) 265-7605,7036689
09/24/2022,HYUN,4D,,RED,BQ86145,IL,10300 S. Doty,(773) 568-8495,2938189
08/09/2022,DODG,LL,,WHI,AU18605,IL,10300 S. Doty,(773) 568-8495,2935974
08/09/2022,HYUN,4D,,SIL,THA541,IN,10300 S. Doty,(773) 568-8495,2935980
08/09/2022,JEEP,LL,,BLU,CU69632,IL,10300 S. Doty,(773) 568-8495,2935981
07/14/2022,KIA,4D,,TRQ,CT37130,IL,400 E. Lower Wacker,(312) 744-7550,0261706
08/19/2022,NISS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7037581
08/19/2022,KIA,LL,,SIL,AE91354,IL,701 N. Sacramento,(773) 265-7605,7037578
07/13/2022,MERZ,2D,,SIL,DG19266,IL,701 N. Sacramento,(773) 265-7605,7035364
07/14/2022,MERC,4T,,WHI,218K5390,TX,701 N. Sacramento,(773) 265-7605,7035365
08/20/2022,HOND,4D,,BLK,CM19596,IL,701 N. Sacramento,(773) 265-7605,7037577
09/29/2022,HOND,4D,,BLK,AQ16859,IL,400 E. Lower Wacker,(312) 744-7550,0266600
08/09/2022,KIA,LL,TK,YEL,9782534,IN,10300 S. Doty,(773) 568-8495,2935982
09/11/2022,CHEV,4D,,GRY,DN47082,IL,701 N. Sacramento,(773) 265-7605,7039100
09/11/2022,FORD,LL,,WHI,3325507B,IL,701 N. Sacramento,(773) 265-7605,7039144
